,Europeana ID,Title,Year,Duration,Composer,DateOfBirth,DateOfDeath,Biography,Publisher,Place
337,446/LO11336167,Otello ,2009,30073,Giuseppe Verdi,1813-10-10,1901-01-27,"Giuseppe Fortunino Francesco Verdi (9 or 10 October 1813 – 27 January 1901) was an Italian Romantic composer primarily known for his operas. He is considered, together with Richard Wagner, the preeminent opera composer of the nineteenth century. Verdi dominated the Italian opera scene after the eras of Bellini, Donizetti and Rossini. His works are frequently performed in opera houses throughout the world and, transcending the boundaries of the genre, some of his themes have long since taken root in popular culture, as ""La donna è mobile"" from Rigoletto, ""Libiamo ne' lieti calici"" (The Drinking Song) from La traviata, ""Va, pensiero"" (The Chorus of the Hebrew Slaves) from Nabucco, the ""Coro di zingari"" (Anvil Chorus) from Il trovatore and the ""Grand March"" from Aida.Moved by the death of compatriot Alessandro Manzoni, Verdi wrote Messa da Requiem in 1874 in Manzoni's honour, a work now regarded as a masterpiece of the oratorio tradition and a testimony to his capacity outside the field of opera. Visionary and politically engaged, he remains – alongside Garibaldi and Cavour – an emblematic figure of the reunification process of the Italian peninsula (the Risorgimento).",Sony Music Entertainment,
338,496/MIL0879073,Un'idiozia conquistata a fatica,2011,30073,Giorgio Gaber,1939-01-25,2003-01-01,"Giorgio Gaber, byname of Giorgio Gaberscik (25 January 1939 - 1 January 2003), was an Italian singer-songwriter, actor and playwright. He was also an accomplished guitar player and author of one of the first rock songs in Italian (""Ciao ti dirò"", 1958). Together with Sandro Luporini, he pioneered the musical genre known as teatro canzone (""song theatre"").The new underground auditorium of the Pirelli Tower in Milan is dedicated to him.",Carosello,
339,496/RAV1879798,Le strade del tempo,2010,30073,Vibrazioni,,,,RCA,
340,496/VIA0212888,Il Barbiere di Siviglia ,2010,30073,Gioachino Rossini,,,,Emi Classics,
341,496/MIL0865379,Back to ,2008,30073,Luca Jurman,,,,Edel,
342,496/MIL0881938,16: I clowns,2012,30073,Nino Rota,1911-12-03,1979-04-10,"Giovanni ""Nino"" Rota (3 December 1911 – 10 April 1979) was an Italian composer, pianist, conductor and academic who is best known for his film scores, notably for the films of Federico Fellini and Luchino Visconti. He also composed the music for two of Franco Zeffirelli's Shakespeare films, and for the first two films of Francis Ford Coppola's Godfather trilogy, receiving the Academy Award for Best Original Score for The Godfather Part II (1974). During his long career Rota was an extraordinarily prolific composer, especially of music for the cinema. He wrote more than 150 scores for Italian and international productions from the 1930s until his death in 1979—an average of three scores each year over a 46-year period, and in his most productive period from the late 1940s to the mid-1950s he wrote as many as ten scores every year, and sometimes more, with a remarkable thirteen film scores to his credit in 1954. Alongside this great body of film work, he composed ten operas, five ballets and dozens of other orchestral, choral and chamber works, the best known being his string concerto. He also composed the music for many theatre productions by Visconti, Zeffirelli and Eduardo De Filippo as well as maintaining a long teaching career at the Liceo Musicale in Bari, Italy, where he was the director for almost 30 years.",Sugar,
343,496/MIL0876474,È Natale! ,2001,30073,,,,,Vocalica,
344,496/UFE0971062,Il tuo bacio è come un rock ,2010,30073,Adriano Celentano,1931-01-06,,"Adriano Celentano (born 6 January 1938) is an Italian singer, songwriter, comedian, actor, film director and TV host. He is the best-selling male Italian singer.",Replay music,
345,496/MIL0882947,The Verdi Tenor ,2009,30073,Giuseppe Verdi,1813-10-10,1901-01-27,"Giuseppe Fortunino Francesco Verdi (9 or 10 October 1813 – 27 January 1901) was an Italian Romantic composer primarily known for his operas. He is considered, together with Richard Wagner, the preeminent opera composer of the nineteenth century. Verdi dominated the Italian opera scene after the eras of Bellini, Donizetti and Rossini. His works are frequently performed in opera houses throughout the world and, transcending the boundaries of the genre, some of his themes have long since taken root in popular culture, as ""La donna è mobile"" from Rigoletto, ""Libiamo ne' lieti calici"" (The Drinking Song) from La traviata, ""Va, pensiero"" (The Chorus of the Hebrew Slaves) from Nabucco, the ""Coro di zingari"" (Anvil Chorus) from Il trovatore and the ""Grand March"" from Aida.Moved by the death of compatriot Alessandro Manzoni, Verdi wrote Messa da Requiem in 1874 in Manzoni's honour, a work now regarded as a masterpiece of the oratorio tradition and a testimony to his capacity outside the field of opera. Visionary and politically engaged, he remains – alongside Garibaldi and Cavour – an emblematic figure of the reunification process of the Italian peninsula (the Risorgimento).",Decca Classics,
346,496/MIL0877495,L'Inferno della poesia napoletana ,1996,30073,Aldo Giuffré,,,,Lucky planets,
347,496/MIL0791822,Gran premio della musica italiana : estate 2004,2004,30073,,,,,Duck Records,
348,496/UBO3819207,È già domenica ,2010,30073,Statuto,,,,Sony Music Entertainment,
349,9200369/webclient_DeliveryManager_pid_8397160_custom_att_2_simple_viewer,"Alexander Nevsky, op. 78 ; Skythische Suite, op. 20 ; Leutnant Kijé, op. 60",1995,140042,Sergej Sergeevič Prokofʹev,,,,Deutsche Grammophon,Berlin
350,496/MIL0871749,2: Secondo tempo ,2011,30073,Giorgio Gaber,1939-01-25,2003-01-01,"Giorgio Gaber, byname of Giorgio Gaberscik (25 January 1939 - 1 January 2003), was an Italian singer-songwriter, actor and playwright. He was also an accomplished guitar player and author of one of the first rock songs in Italian (""Ciao ti dirò"", 1958). Together with Sandro Luporini, he pioneered the musical genre known as teatro canzone (""song theatre"").The new underground auditorium of the Pirelli Tower in Milan is dedicated to him.",Carosello,
351,2059210/data_sounds_http___archive_org_download_JG2011_04_08_JackieGreene2011_04_08_D1T10_Mexican_Girl_mp3,Mexican Girl,2011,265012,Jackie Greene,1980-11-27,,Jackie Greene is an American singer-songwriter and musician.,,
352,496/MIL0869495,Loredana Berté,2009,30073,Loredana Bertè,,,,Sony Music Entertainment,
353,496/MIL0873252,Missmondo ,2008,30073,Luciano Ligabue,1960-03-13,,"Luciano Ligabue (born 13 March 1960), commonly known as Ligabue, is an Italian singer-songwriter, film director and writer.",Warner Music,
354,2059210/data_sounds_http___archive_org_download_bva2014_07_27_live2cd_flac16_bva2014_07_27t15_mp3,Scavenger Hunt,2014,227187,Brian Vander Ark,1966-06-19,,Brian Vander Ark is an American singer-songwriter best known as lead singer for the band The Verve Pipe.,,Kingdom of Spain
355,2059210/data_sounds_http___archive_org_download_mn2003_04_23_shnf_mn2003_04_23d1t13_mp3,Pretty The World,2003,232934,Matt Nathanson,1973-03-28,,"Matt Nathanson (born March 28, 1973) is an American singer-songwriter whose work is a blend of folk and rock music. In addition to singing, he plays acoustic (sometimes a 12-string) and electric guitar, and has played both solo and with a full band. His work includes the platinum-selling song ""Come On Get Higher"".",,
356,9200369/webclient_DeliveryManager_pid_8398380_custom_att_2_simple_viewer,Violin concertos nos. 1 & 2 ; Violin sonata no. 2,2004,30049,Sergej Sergeevič Prokofʹev,,,,Emi Classics,City of London
357,496/LO11367666,La follia : Sonate per violino,2010,30073,Antonio Vivaldi,,,,Sony Music Entertainment,
358,496/UBO3995706,Storytellers,2010,30073,Edoardo Bennato,1949-06-23,,"Edoardo Bennato (born July 23, 1946, Naples, Campania, Italy) is an Italian singer-songwriter. He is the brother of the singer-songwriter Eugenio Bennato.",Universal Music,
359,446/LO11357138,Combat disco casbah ,2010,30073,Figli di Madre Ignota,,,,Universal Music,
360,496/LO11418605,The seasons & 4 double concertos,2010,30073,Antonio Vivaldi,,,,Sony Music Entertainment,
361,9200369/webclient_DeliveryManager_pid_7879014_custom_att_2_simple_viewer,La Bohème,1987,68867,Giacomo Puccini,1858-12-22,1924-11-29,"Giacomo Puccini ( 22 December 1858 – 29 November 1924) was an Italian composer whose operas are among the important operas played as standards.Puccini has been called ""the greatest composer of Italian opera after Verdi"". While his early work was rooted in traditional late-19th-century romantic Italian opera, he successfully developed his work in the realistic verismo style, of which he became one of the leading exponents.",Decca Classics,City of London
362,496/MIL0878000,The Album / Giuliano Palma and the Blue Beaters ; featuring 2 previously unreleased tracks with Gino Pao,2000,30073,Giuliano Palma and the Bluebeaters,,,,V2,
363,9200369/webclient_DeliveryManager_pid_7787053_custom_att_2_simple_viewer,Romeo & Juliet,2010,139259,Sergej Sergeevič Prokofʹev,,,,London Symphony Orchestra,City of London
364,496/MIL0870417,La Scala : concert 03 03 03 ,2010,30073,Ludovico Einaudi,1955-11-23,,"Ludovico Einaudi OMRI  (born 23 November 1955) is an Italian pianist and composer. After training at the Conservatorio Verdi in Milan and under composer Luciano Berio in the early 1980s, Einaudi started his career as a classical composer and soon began incorporating other styles and genres, including pop, rock, world music, and folk music.Einaudi composed the scores for a number of films and trailers, including The Intouchables, I'm Still Here, Doctor Zhivago, and Acquario in 1996, for which he won the Grolla d'oro for best soundtrack. He has also released a number of solo albums of piano and orchestra, notably I Giorni in 2001, Nightbook in 2009, and In a Time Lapse in 2013.",Sony Music Entertainment,
365,496/MIL0882156,Concerti da camera 4. / Vivaldi ; Il Giardino Armonico ; [Giovanni Antonini direttore,2010,30073,Antonio Vivaldi,,,,Warner Music,
366,496/MIL0881535,Manon Lescaut,2010,30073,Giacomo Puccini,1858-12-22,1924-11-29,"Giacomo Puccini (22 December 1858 – 29 November 1924) was an Italian composer whose operas are among the important operas played as standards.Puccini has been called ""the greatest composer of Italian opera after Verdi"". While his early work was rooted in traditional late-19th-century romantic Italian opera, he successfully developed his work in the realistic verismo style, of which he became one of the leading exponents.",Emi Classics,
367,496/MIL0872881,12: Contemporary Classical Music / Ennio Morricon,2008,30073,Ennio Morricone,,,,GDM,
